,Input.ID_in_set,Input.ID,Input.set,Input.topic,Answer.label.label,guideline,gender,political_orientation,age,english_proficiency,ethnicity,education,speaks_other_language,qualification,binary_labels
4039,73,439,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4040,1709,440,train,minimum wage,Accept,4,male,6,21_30,very_well,3,3.0,yes,4,1
4041,1192,441,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4042,1131,442,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4043,303,443,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4044,880,444,train,minimum wage,Accept,4,male,6,21_30,very_well,3,3.0,yes,4,1
4045,261,445,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4046,85,446,train,minimum wage,Reject,4,male,6,31_40,very_well,0,3.0,no,4,0
4047,631,447,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4048,746,448,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4049,1630,449,train,minimum wage,Reject,4,male,6,31_40,very_well,0,3.0,no,4,0
4050,1762,450,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4051,81,451,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4052,732,452,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4053,430,453,train,minimum wage,Accept,4,male,6,21_30,very_well,3,3.0,yes,4,1
4054,1396,454,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4055,511,455,train,minimum wage,Accept,4,male,6,21_30,very_well,3,3.0,yes,4,1
4056,1365,456,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4057,210,457,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4058,724,458,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4059,1597,459,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4060,1146,460,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4061,832,461,train,minimum wage,Accept,4,male,6,21_30,very_well,3,3.0,yes,4,1
4062,1271,462,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4063,1534,463,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4064,316,464,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4065,484,465,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4066,1770,466,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4067,332,467,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4068,1638,468,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4069,1660,469,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4070,362,470,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4071,844,471,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4072,50,472,train,minimum wage,Accept,4,male,6,21_30,very_well,3,3.0,yes,4,1
4073,367,473,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4074,1508,474,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4075,680,475,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4076,1602,476,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4077,843,477,train,minimum wage,Accept,4,male,6,21_30,very_well,3,3.0,yes,4,1
4078,1642,478,train,minimum wage,Accept,4,male,6,21_30,very_well,3,3.0,yes,4,1
4079,1371,479,train,minimum wage,Reject,4,male,6,31_40,very_well,0,3.0,no,4,0
4080,1769,480,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4081,1505,481,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4082,508,482,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4083,546,483,train,minimum wage,Reject,4,male,6,31_40,very_well,0,3.0,no,4,0
4084,326,484,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4085,1612,485,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4086,1436,486,train,minimum wage,Accept,4,male,8,31_40,very_well,0,3.0,no,4,1
4087,221,487,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4088,783,488,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4089,79,489,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4090,1758,490,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4091,963,491,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4092,455,492,train,minimum wage,Accept,4,male,6,21_30,very_well,3,3.0,yes,4,1
4093,408,493,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4094,1672,494,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4095,942,495,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4096,716,496,train,minimum wage,Reject,4,male,6,31_40,very_well,0,3.0,no,4,0
4097,625,497,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4098,1680,498,train,minimum wage,Accept,4,male,8,31_40,very_well,0,3.0,no,4,1
4099,1628,499,train,minimum wage,Accept,4,male,8,31_40,very_well,0,3.0,no,4,1
4100,466,500,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4101,456,501,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4102,48,502,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4103,1351,503,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4104,395,504,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4105,816,505,train,minimum wage,Accept,4,male,8,31_40,very_well,0,3.0,no,4,1
4106,672,506,train,minimum wage,Accept,4,male,6,21_30,very_well,3,3.0,yes,4,1
4107,570,507,train,minimum wage,Accept,4,male,8,31_40,very_well,0,3.0,no,4,1
4108,142,508,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4109,1583,509,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4110,571,510,train,minimum wage,Accept,4,male,8,31_40,very_well,0,3.0,no,4,1
4111,719,511,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4112,1313,512,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4113,1043,513,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4114,818,514,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4115,1391,515,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4116,1727,516,train,minimum wage,Reject,4,male,6,31_40,very_well,0,3.0,no,4,0
4117,1098,517,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4118,678,518,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4119,56,519,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4120,534,520,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4121,365,521,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4122,1189,522,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4123,78,523,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4124,222,524,train,minimum wage,Accept,4,male,6,21_30,very_well,3,3.0,yes,4,1
4125,1221,525,train,minimum wage,Reject,4,male,6,31_40,very_well,0,3.0,no,4,0
4126,889,526,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4127,707,527,train,minimum wage,Accept,4,male,6,31_40,very_well,0,3.0,no,4,1
4128,1492,528,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4129,1610,529,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4130,642,530,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4131,893,531,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4132,1241,532,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4133,1047,533,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4134,788,534,train,minimum wage,Accept,4,male,6,21_30,very_well,3,3.0,yes,4,1
4135,1180,535,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4136,389,536,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4137,521,537,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4138,1451,538,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4139,3,539,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4140,1064,540,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4141,1651,541,train,minimum wage,Accept,4,male,8,31_40,very_well,0,3.0,no,4,1
4142,1102,542,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4143,1406,543,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4144,1473,544,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4145,1519,545,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4146,1509,546,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4147,1373,547,train,minimum wage,Accept,4,male,8,31_40,very_well,0,3.0,no,4,1
4148,403,548,train,minimum wage,Accept,4,male,6,21_30,very_well,3,3.0,yes,4,1
4149,745,549,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4150,883,550,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4151,143,551,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4152,1360,552,train,minimum wage,Accept,4,male,8,31_40,very_well,0,3.0,no,4,1
4153,676,553,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4154,1276,554,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4155,1736,555,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4156,255,556,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4157,1474,557,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4158,615,558,train,minimum wage,Accept,4,male,8,31_40,very_well,0,3.0,no,4,1
4159,1038,559,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4160,633,560,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4161,836,561,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4162,668,562,train,minimum wage,Accept,4,male,8,31_40,very_well,0,3.0,no,4,1
4163,824,563,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4164,1427,564,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4165,605,565,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4166,260,566,train,minimum wage,Accept,4,male,6,21_30,very_well,3,3.0,yes,4,1
4167,392,567,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4168,861,568,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4169,1361,569,train,minimum wage,Accept,4,male,6,21_30,very_well,3,3.0,yes,4,1
4170,776,570,train,minimum wage,Accept,4,male,8,31_40,very_well,0,3.0,no,4,1
4171,1387,571,train,minimum wage,Accept,4,male,6,21_30,very_well,3,3.0,yes,4,1
4172,1532,572,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4173,356,573,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4174,1260,574,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4175,1165,575,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4176,616,576,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4177,831,577,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4178,1122,578,train,minimum wage,Accept,4,male,8,31_40,very_well,0,3.0,no,4,1
4179,0,579,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4180,622,580,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4181,587,581,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4182,1609,582,train,minimum wage,Accept,4,male,8,31_40,very_well,0,3.0,no,4,1
4183,1187,583,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4184,1242,584,train,minimum wage,Accept,4,male,6,21_30,very_well,3,3.0,yes,4,1
4185,1340,585,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4186,659,586,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4187,952,587,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4188,905,588,train,minimum wage,Accept,4,male,8,31_40,very_well,0,3.0,no,4,1
4189,1383,589,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4190,437,590,train,minimum wage,Accept,4,male,8,31_40,very_well,0,3.0,no,4,1
4191,1046,591,train,minimum wage,Reject,4,male,6,21_30,very_well,3,3.0,yes,4,0
4192,969,592,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4193,1625,593,train,minimum wage,Reject,4,male,8,31_40,very_well,0,3.0,no,4,0
4194,1507,594,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4195,347,595,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4196,1349,596,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4197,173,597,train,minimum wage,Reject,4,male,6,41_50,very_well,0,1.0,no,4,0
4198,581,598,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4199,1055,599,train,minimum wage,Accept,4,male,6,41_50,very_well,0,1.0,no,4,1
4200,0,0,val,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4201,1,1,val,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4202,2,2,val,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4203,3,3,val,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4204,4,4,val,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4205,5,5,val,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4206,6,6,val,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4207,7,7,val,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4208,8,8,val,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4209,9,9,val,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4210,10,10,val,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4211,11,11,val,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4212,12,12,val,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4213,13,13,val,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4214,14,14,val,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4215,15,15,val,cloning,Accept / Con,2,female,7,21_30,very_well,2,2.0,yes,2,1
4216,16,16,val,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4217,17,17,val,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4218,18,18,val,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4219,19,19,val,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4220,20,20,val,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4221,21,21,val,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4222,22,22,val,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4223,23,23,val,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4224,24,24,val,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4225,25,25,val,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4226,26,26,val,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4227,27,27,val,cloning,Reject,2,female,7,21_30,very_well,2,2.0,yes,2,0
4228,28,28,val,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4229,29,29,val,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4230,30,30,val,cloning,Accept / Pro,2,female,7,21_30,very_well,2,2.0,yes,2,1
4231,31,31,val,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4232,32,32,val,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4233,33,33,val,cloning,Accept / Pro,2,female,7,21_30,very_well,2,2.0,yes,2,1
4234,34,34,val,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4235,35,35,val,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4236,36,36,val,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4237,37,37,val,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4238,38,38,val,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4239,39,39,val,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4240,40,40,val,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4241,41,41,val,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4242,42,42,val,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4243,43,43,val,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4244,44,44,val,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4245,45,45,val,cloning,Accept / Con,2,female,7,21_30,very_well,2,2.0,yes,2,1
4246,46,46,val,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4247,47,47,val,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4248,48,48,val,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4249,49,49,val,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4250,456,50,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4251,102,51,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4252,1126,52,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4253,1003,53,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4254,914,54,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4255,571,55,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4256,419,56,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4257,356,57,train,cloning,Accept / Con,2,female,7,21_30,very_well,2,2.0,yes,2,1
4258,1728,58,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4259,130,59,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4260,122,60,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4261,383,61,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4262,895,62,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4263,952,63,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4264,2069,64,train,cloning,Accept / Pro,2,female,7,21_30,very_well,2,2.0,yes,2,1
4265,108,65,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4266,814,66,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4267,1718,67,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4268,902,68,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4269,1839,69,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4270,1139,70,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4271,26,71,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4272,653,72,train,cloning,Reject,2,female,7,21_30,very_well,2,2.0,yes,2,0
4273,1731,73,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4274,1393,74,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4275,1138,75,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4276,636,76,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4277,881,77,train,cloning,Accept / Con,2,female,7,21_30,very_well,2,2.0,yes,2,1
4278,1378,78,train,cloning,Accept / Pro,2,female,7,21_30,very_well,2,2.0,yes,2,1
4279,418,79,train,cloning,Accept / Con,2,female,7,21_30,very_well,2,2.0,yes,2,1
4280,379,80,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4281,1556,81,train,cloning,Reject,2,female,7,21_30,very_well,2,2.0,yes,2,0
4282,396,82,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4283,1470,83,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4284,1408,84,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4285,1083,85,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4286,177,86,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4287,1881,87,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4288,511,88,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4289,1550,89,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4290,322,90,train,cloning,Accept / Con,2,female,7,21_30,very_well,2,2.0,yes,2,1
4291,1200,91,train,cloning,Reject,2,female,7,21_30,very_well,2,2.0,yes,2,0
4292,1481,92,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4293,787,93,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4294,284,94,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4295,187,95,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4296,933,96,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4297,1185,97,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4298,326,98,train,cloning,Reject,2,female,7,21_30,very_well,2,2.0,yes,2,0
4299,953,99,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4300,413,100,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4301,1857,101,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4302,1494,102,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4303,666,103,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4304,1516,104,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4305,1455,105,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4306,858,106,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4307,1093,107,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4308,292,108,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4309,700,109,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4310,1002,110,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4311,669,111,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4312,1893,112,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4313,1554,113,train,cloning,Accept / Con,2,female,7,21_30,very_well,2,2.0,yes,2,1
4314,1105,114,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4315,899,115,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4316,1328,116,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4317,229,117,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4318,938,118,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4319,131,119,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4320,1292,120,train,cloning,Accept / Con,2,female,7,21_30,very_well,2,2.0,yes,2,1
4321,1643,121,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4322,1096,122,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4323,271,123,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4324,864,124,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4325,1288,125,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4326,870,126,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4327,2044,127,train,cloning,Accept / Con,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4328,1620,128,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4329,1879,129,train,cloning,Accept / Pro,2,female,7,21_30,very_well,2,2.0,yes,2,1
4330,585,130,train,cloning,Reject,2,female,9,51_or_over,very_well,0,9.0,yes,2,0
4331,1084,131,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4332,1010,132,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
4333,1076,133,train,cloning,Accept / Pro,2,female,9,51_or_over,very_well,0,9.0,yes,2,1
