,sentence_id,topic,label,age,education,ethnicity,pol_alignment,english_proficiency,second_lang,guideline,binary_label,pol,group,gender,orig_labels,orig_labels_binary,Input.ID_in_set,Input.set,Input.ID
5220,421,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,90,train,420
5221,422,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,7,train,421
5222,423,minimum wage,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,Black or African American",0.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,683,train,422
5223,424,minimum wage,CLAIM,31-40,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,2.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,1579,train,423
5224,425,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,1.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,267,train,424
5225,426,minimum wage,NO CLAIM,21-30,Some college but no degree,"Other race, ethnicity or origin",3.0,Very well,Yes,1,0,liberal,FL,female,NoArgument,0,1304,train,425
5226,427,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,536,train,426
5227,428,minimum wage,CLAIM,31-40,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,2.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,330,train,427
5228,429,minimum wage,CLAIM,20 or below,Some college but no degree,"White,Middle Eastern or North African",0.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,1518,train,428
5229,430,minimum wage,CLAIM,20 or below,"Bachelor's degree (For example: BA, AB, BS)",Asian,2.0,Very well,Yes,1,1,liberal,FL,female,Argument_for,1,904,train,429
5230,431,minimum wage,NO CLAIM,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,Asian,Other race, ethnicity or origin",3.0,Very well,No,1,0,liberal,FL,female,Argument_for,1,1129,train,430
5231,432,minimum wage,CLAIM,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),"Other race, ethnicity or origin",2.0,Very well,Yes,1,1,liberal,FL,female,NoArgument,0,1445,train,431
5232,433,minimum wage,CLAIM,20 or below,Some college but no degree,"White,Black or African American",3.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,875,train,432
5233,434,minimum wage,NO CLAIM,20 or below,"Bachelor's degree (For example: BA, AB, BS)",Asian,2.0,Very well,Yes,1,0,liberal,FL,female,NoArgument,0,1148,train,433
5234,435,minimum wage,CLAIM,20 or below,Some college but no degree,Asian,2.0,Very well,Yes,1,1,liberal,FL,female,Argument_for,1,229,train,434
5235,436,minimum wage,CLAIM,31-40,"Bachelor's degree (For example: BA, AB, BS)",Asian,3.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,154,train,435
5236,437,minimum wage,NO CLAIM,20 or below,Some college but no degree,"White,Black or African American",3.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1415,train,436
5237,438,minimum wage,CLAIM,31-40,Associate degree in college - Occupational/vocational program,White,2.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,305,train,437
5238,439,minimum wage,CLAIM,31-40,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,1.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,1117,train,438
5239,440,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,73,train,439
5240,441,minimum wage,CLAIM,20 or below,Some college but no degree,"White,Black or African American",3.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,1709,train,440
5241,442,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,1192,train,441
5242,443,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1131,train,442
5243,444,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,303,train,443
5244,445,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,880,train,444
5245,446,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,261,train,445
5246,447,minimum wage,CLAIM,20 or below,12th grade NO DIPLOMA,"Other race, ethnicity or origin",3.0,Very well,Yes,1,1,liberal,FL,female,Argument_for,1,85,train,446
5247,448,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,4.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,631,train,447
5248,449,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,1,0,liberal,FL,female,Argument_for,1,746,train,448
5249,450,minimum wage,CLAIM,31-40,Some college but no degree,White,3.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,1630,train,449
5250,451,minimum wage,CLAIM,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,1.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,1762,train,450
5251,452,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,0.0,Very well,Yes,1,0,liberal,FL,female,Argument_against,1,81,train,451
5252,453,minimum wage,CLAIM,20 or below,Some college but no degree,"White,Middle Eastern or North African",0.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,732,train,452
5253,454,minimum wage,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,1.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,430,train,453
5254,455,minimum wage,CLAIM,20 or below,Associate degree in college - Academic program,White,2.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,1396,train,454
5255,456,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)","Other race, ethnicity or origin",7.0,Very well,Yes,1,1,liberal,FL,female,Argument_for,1,511,train,455
5256,457,minimum wage,NO CLAIM,20 or below,Some college but no degree,White,2.0,Very well,No,1,0,liberal,FL,female,Argument_against,1,1365,train,456
5257,458,minimum wage,CLAIM,20 or below,Some college but no degree,White,2.0,Very well,Yes,1,1,liberal,FL,female,Argument_for,1,210,train,457
5258,459,minimum wage,CLAIM,20 or below,Some college but no degree,White,2.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,724,train,458
5259,460,minimum wage,NO CLAIM,20 or below,Some college but no degree,White,0.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1597,train,459
5260,461,minimum wage,NO CLAIM,31-40,Some college but no degree,White,3.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1146,train,460
5261,462,minimum wage,NO CLAIM,20 or below,Some college but no degree,White,1.0,Very well,No,1,0,liberal,FL,female,Argument_for,1,832,train,461
5262,463,minimum wage,NO CLAIM,31-40,Associate degree in college - Academic program,White,2.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1271,train,462
5263,464,minimum wage,NO CLAIM,21-30,Some college but no degree,White,5.0,Very well,Yes,1,0,liberal,FL,female,NoArgument,0,1534,train,463
5264,465,minimum wage,CLAIM,21-30,Some college but no degree,"White,Black or African American",3.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,316,train,464
5265,466,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,3.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,484,train,465
5266,467,minimum wage,CLAIM,21-30,Some college but no degree,"White,Black or African American",3.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,1770,train,466
5267,468,minimum wage,NO CLAIM,20 or below,Some college but no degree,White,2.0,Very well,Yes,1,0,liberal,FL,female,Argument_for,1,332,train,467
5268,469,minimum wage,NO CLAIM,20 or below,Some college but no degree,"White,Black or African American",3.0,Very well,No,1,0,liberal,FL,female,Argument_for,1,1638,train,468
5269,470,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,Yes,1,0,liberal,FL,female,NoArgument,0,1660,train,469
5270,471,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,1,0,liberal,FL,female,Argument_for,1,362,train,470
5271,472,minimum wage,CLAIM,31-40,Associate degree in college - Academic program,White,2.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,844,train,471
5272,473,minimum wage,CLAIM,21-30,Some college but no degree,White,5.0,Very well,Yes,1,1,liberal,FL,female,Argument_against,1,50,train,472
5273,474,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,1,0,liberal,FL,female,Argument_for,1,367,train,473
5274,475,minimum wage,CLAIM,20 or below,Some college but no degree,White,1.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,1508,train,474
5275,476,minimum wage,CLAIM,20 or below,Some college but no degree,White,2.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,680,train,475
5276,477,minimum wage,NO CLAIM,20 or below,Some college but no degree,"White,Black or African American",3.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1602,train,476
5277,478,minimum wage,CLAIM,31-40,"Bachelor's degree (For example: BA, AB, BS)",Asian,3.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,843,train,477
5278,479,minimum wage,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,1.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,1642,train,478
5279,480,minimum wage,CLAIM,20 or below,Some college but no degree,White,1.0,Very well,Yes,1,1,liberal,FL,female,NoArgument,0,1371,train,479
5280,481,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,1769,train,480
5281,482,minimum wage,CLAIM,20 or below,Some college but no degree,White,2.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,1505,train,481
5282,483,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,Yes,1,1,liberal,FL,female,Argument_against,1,508,train,482
5283,484,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)","White,Asian",3.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,546,train,483
5284,485,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)","Other race, ethnicity or origin",7.0,Very well,Yes,1,1,liberal,FL,female,NoArgument,0,326,train,484
5285,486,minimum wage,CLAIM,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),"White,Asian",2.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,1612,train,485
5286,487,minimum wage,CLAIM,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),"White,Other race, ethnicity or origin",3.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,1436,train,486
5287,488,minimum wage,CLAIM,20 or below,Some college but no degree,"White,Middle Eastern or North African",0.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,221,train,487
5288,489,minimum wage,CLAIM,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),"Other race, ethnicity or origin",2.0,Very well,Yes,1,1,liberal,FL,female,Argument_for,1,783,train,488
5289,490,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,79,train,489
5290,491,minimum wage,CLAIM,20 or below,Some college but no degree,White,2.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,1758,train,490
5291,492,minimum wage,NO CLAIM,20 or below,Some college but no degree,White,2.0,Very well,No,1,0,liberal,FL,female,Argument_for,1,963,train,491
5292,493,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,4.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,455,train,492
5293,494,minimum wage,NO CLAIM,20 or below,Some college but no degree,White,0.0,Very well,No,1,0,liberal,FL,female,Argument_for,1,408,train,493
5294,495,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1672,train,494
5295,496,minimum wage,CLAIM,31-40,Associate degree in college - Occupational/vocational program,White,2.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,942,train,495
5296,497,minimum wage,NO CLAIM,20 or below,Some college but no degree,White,1.0,Very well,No,1,0,liberal,FL,female,Argument_against,1,716,train,496
5297,498,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,0.0,Very well,Yes,1,0,liberal,FL,female,NoArgument,0,625,train,497
5298,499,minimum wage,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,1.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,1680,train,498
5299,500,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,1628,train,499
5300,501,minimum wage,NO CLAIM,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,0.0,Very well,No,1,0,liberal,FL,female,Argument_against,1,466,train,500
5301,502,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,3.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,456,train,501
5302,503,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,Yes,1,1,liberal,FL,female,NoArgument,0,48,train,502
5303,504,minimum wage,CLAIM,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,1.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,1351,train,503
5304,505,minimum wage,NO CLAIM,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,0.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,395,train,504
5305,506,minimum wage,CLAIM,31-40,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,1.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,816,train,505
5306,507,minimum wage,CLAIM,20 or below,Some college but no degree,"White,Asian",2.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,672,train,506
5307,508,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,570,train,507
5308,509,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,5.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,142,train,508
5309,510,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,1583,train,509
5310,511,minimum wage,CLAIM,31-40,"Bachelor's degree (For example: BA, AB, BS)","Other race, ethnicity or origin",1.0,Very well,Yes,1,1,liberal,FL,female,NoArgument,0,571,train,510
5311,512,minimum wage,CLAIM,20 or below,12th grade NO DIPLOMA,"Other race, ethnicity or origin",3.0,Very well,Yes,1,1,liberal,FL,female,Argument_against,1,719,train,511
5312,513,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)","Other race, ethnicity or origin",7.0,Very well,Yes,1,0,liberal,FL,female,Argument_for,1,1313,train,512
5313,514,minimum wage,CLAIM,20 or below,Some college but no degree,White,1.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,1043,train,513
5314,515,minimum wage,CLAIM,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,Asian,Other race, ethnicity or origin",3.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,818,train,514
5315,516,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,3.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1391,train,515
5316,517,minimum wage,CLAIM,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,Asian,Other race, ethnicity or origin",3.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,1727,train,516
5317,518,minimum wage,NO CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,Black or African American",0.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1098,train,517
5318,519,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,5.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,678,train,518
5319,520,minimum wage,NO CLAIM,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,0.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,56,train,519
5320,521,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,534,train,520
5321,522,minimum wage,NO CLAIM,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,0.0,Very well,No,1,0,liberal,FL,female,Argument_for,1,365,train,521
5322,523,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,Yes,1,1,liberal,FL,female,NoArgument,0,1189,train,522
5323,524,minimum wage,CLAIM,31-40,"Bachelor's degree (For example: BA, AB, BS)",Asian,3.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,78,train,523
5324,525,minimum wage,NO CLAIM,20 or below,Some college but no degree,White,1.0,Very well,No,1,0,liberal,FL,female,Argument_against,1,222,train,524
5325,526,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)","Other race, ethnicity or origin",7.0,Very well,Yes,1,1,liberal,FL,female,NoArgument,0,1221,train,525
5326,527,minimum wage,NO CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,Black or African American",0.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,889,train,526
5327,528,minimum wage,CLAIM,20 or below,Some college but no degree,White,1.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,707,train,527
5328,529,minimum wage,NO CLAIM,20 or below,Some college but no degree,White,1.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1492,train,528
5329,530,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)","White,Asian",3.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1610,train,529
5330,531,minimum wage,NO CLAIM,20 or below,Some college but no degree,White,1.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,642,train,530
5331,532,minimum wage,NO CLAIM,21-30,Some college but no degree,"White,Black or African American",3.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,893,train,531
5332,533,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,4.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1241,train,532
5333,534,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,5.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,1047,train,533
5334,535,minimum wage,NO CLAIM,21-30,Some college but no degree,"White,Black or African American",3.0,Very well,No,1,0,liberal,FL,female,Argument_for,1,788,train,534
5335,536,minimum wage,CLAIM,20 or below,Some college but no degree,White,1.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,1180,train,535
5336,537,minimum wage,CLAIM,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),"White,Other race, ethnicity or origin",3.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,389,train,536
5337,538,minimum wage,CLAIM,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,1.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,521,train,537
5338,539,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1451,train,538
5339,540,minimum wage,CLAIM,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),"White,Other race, ethnicity or origin",3.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,3,train,539
5340,541,minimum wage,NO CLAIM,20 or below,Some college but no degree,White,0.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1064,train,540
5341,542,minimum wage,CLAIM,31-40,Some college but no degree,White,3.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,1651,train,541
5342,543,minimum wage,NO CLAIM,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Asian,3.0,Very well,Yes,1,0,liberal,FL,female,NoArgument,0,1102,train,542
5343,544,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1406,train,543
5344,545,minimum wage,NO CLAIM,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),"Other race, ethnicity or origin",2.0,Very well,Yes,1,0,liberal,FL,female,Argument_for,1,1473,train,544
5345,546,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,1.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1519,train,545
5346,547,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1509,train,546
5347,548,minimum wage,CLAIM,31-40,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,1.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,1373,train,547
5348,549,minimum wage,CLAIM,21-30,Some college but no degree,"Other race, ethnicity or origin",3.0,Very well,Yes,1,1,liberal,FL,female,Argument_for,1,403,train,548
5349,550,minimum wage,CLAIM,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,Asian,Other race, ethnicity or origin",3.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,745,train,549
5350,551,minimum wage,NO CLAIM,20 or below,Some college but no degree,White,2.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,883,train,550
5351,552,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,5.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,143,train,551
5352,553,minimum wage,CLAIM,31-40,Associate degree in college - Academic program,White,2.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,1360,train,552
5353,554,minimum wage,NO CLAIM,31-40,Associate degree in college - Academic program,White,2.0,Very well,No,1,0,liberal,FL,female,Argument_against,1,676,train,553
5354,555,minimum wage,CLAIM,20 or below,Some college but no degree,White,0.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,1276,train,554
5355,556,minimum wage,CLAIM,31-40,Associate degree in college - Occupational/vocational program,White,2.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,1736,train,555
5356,557,minimum wage,CLAIM,20 or below,"Bachelor's degree (For example: BA, AB, BS)",Asian,2.0,Very well,Yes,1,1,liberal,FL,female,Argument_against,1,255,train,556
5357,558,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)","Other race, ethnicity or origin",0.0,Very well,Yes,1,1,liberal,FL,female,Argument_against,1,1474,train,557
5358,559,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)","White,Asian",3.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,615,train,558
5359,560,minimum wage,NO CLAIM,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,2.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1038,train,559
5360,561,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)","Other race, ethnicity or origin",0.0,Very well,Yes,1,0,liberal,FL,female,NoArgument,0,633,train,560
5361,562,minimum wage,CLAIM,20 or below,Some college but no degree,"White,Middle Eastern or North African",0.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,836,train,561
5362,563,minimum wage,CLAIM,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),"Other race, ethnicity or origin",2.0,Very well,Yes,1,1,liberal,FL,female,Argument_against,1,668,train,562
5363,564,minimum wage,CLAIM,21-30,Associate degree in college - Occupational/vocational program,White,0.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,824,train,563
5364,565,minimum wage,NO CLAIM,21-30,Some college but no degree,White,0.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1427,train,564
5365,566,minimum wage,CLAIM,20 or below,Some college but no degree,Asian,2.0,Very well,Yes,1,1,liberal,FL,female,NoArgument,0,605,train,565
5366,567,minimum wage,CLAIM,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),"Other race, ethnicity or origin",2.0,Very well,Yes,1,1,liberal,FL,female,Argument_against,1,260,train,566
5367,568,minimum wage,CLAIM,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,1.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,392,train,567
5368,569,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,861,train,568
5369,570,minimum wage,CLAIM,21-30,Some college but no degree,White,2.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,1361,train,569
5370,571,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,2.0,Very well,Yes,1,1,liberal,FL,female,Argument_for,1,776,train,570
5371,572,minimum wage,CLAIM,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,Asian,Other race, ethnicity or origin",3.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,1387,train,571
5372,573,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,1.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,1532,train,572
5373,574,minimum wage,CLAIM,20 or below,Some college but no degree,Asian,2.0,Very well,Yes,1,1,liberal,FL,female,NoArgument,0,356,train,573
5374,575,minimum wage,CLAIM,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,0.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,1260,train,574
5375,576,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,1165,train,575
5376,577,minimum wage,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,1.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,616,train,576
5377,578,minimum wage,NO CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,1.0,Very well,No,1,0,liberal,FL,female,Argument_against,1,831,train,577
5378,579,minimum wage,NO CLAIM,20 or below,Some college but no degree,White,2.0,Very well,No,1,0,liberal,FL,female,Argument_for,1,1122,train,578
5379,580,minimum wage,CLAIM,20 or below,Some college but no degree,White,1.0,Very well,Yes,1,1,liberal,FL,female,Argument_against,1,0,train,579
5380,581,minimum wage,NO CLAIM,20 or below,12th grade NO DIPLOMA,"Other race, ethnicity or origin",3.0,Very well,Yes,1,0,liberal,FL,female,Argument_against,1,622,train,580
